название,оценка,страна,год,жанр

"It Happened One Night,9.3,[],1934,""Romance,Comedy"""
"The Wizard of Oz,8.9,[],1939,""Musical,Kids&family,Fantasy"""
Citizen Kane,9.0,[],1941,Drama
Modern Times,9.5,[],1936,Comedy
"Black Panther,7.9,[],2018,""Adventure,Action,Fantasy"""
"Parasite,9.0,[],2019,""Comedy,Mystery&thriller,Drama"""
"Avengers: Endgame,9.0,[],2019,""Sci-fi,Adventure,Action,Fantasy"""
Casablanca,9.5,[],1942,Drama
"Knives Out,9.2,[],2019,""Crime,Comedy,Drama,Mystery&thriller"""
"Us,5.9,[],2019,""Horror,Mystery&thriller"""
"Toy Story 4,9.4,[],2019,""Comedy,Kids&family,Animation,Adventure,Fantasy"""
"Lady Bird,7.9,[],2017,""Comedy,Drama"""
"Mission: Impossible -- Fallout,8.8,[],2018,""Action,Mystery&thriller,Adventure"""
"BlacKkKlansman,8.3,[],2018,""Crime,Comedy,Drama"""
"Get Out,8.6,[],2017,""Horror,Comedy,Mystery&thriller"""
"The Irishman,8.6,[],2019,""Crime,Drama"""
"The Godfather,9.8,[],1972,""Crime,Drama"""
"Mad Max: Fury Road,8.6,[],2015,""Adventure,Action"""
"Spider-Man: Into the Spider-Verse,9.3,[],2018,""Fantasy,Adventure,Animation,Action,Kids&family,Comedy"""
Sunset Blvd.,9.5,[],1950,Drama
"Moonlight,7.9,[],2016,""Drama,Lgbtq+"""
All About Eve,9.4,[],1950,Drama
"The Cabinet of Dr. Caligari,8.9,[],1919,""Fantasy,Mystery&thriller,Horror"""
"The Philadelphia Story,9.3,[],1940,""Romance,Comedy"""
Roma,7.2,[],2018,Drama
"Wonder Woman,8.3,[],2017,""Adventure,Action,Fantasy"""
"A Star Is Born,7.9,[],2018,""Romance,Drama,Music"""
"Inside Out,8.9,[],2015,""Animation,Comedy,Kids&family,Fantasy"""
"A Quiet Place,8.3,[],2018,""Horror,Mystery&thriller"""
"Eighth Grade,8.2,[],2018,""Comedy,Drama"""
Rebecca,9.2,[],1940,Mystery&thriller
His Girl Friday,9.0,[],1940,Comedy
"Booksmart,7.7,[],2019,""Comedy,Lgbtq+"""
"Logan,9.0,[],2017,""Adventure,Action,Fantasy"""
"Coco,9.4,[],2017,""Comedy,Kids&family,Music,Animation,Adventure"""
"Portrait of a Lady on Fire,9.2,[],2019,""History,Romance,Lgbtq+,Drama"""
"Dunkirk,8.1,[],2017,""War,History,Drama"""
A Night at the Opera,9.1,[],1935,Comedy
"Star Wars: The Last Jedi,4.2,[],2017,""Fantasy,Adventure,Sci-fi,Action"""
"The Shape of Water,7.2,[],2017,""Romance,Fantasy"""
"Thor: Ragnarok,8.7,[],2017,""Comedy,Action,Fantasy,Adventure,Sci-fi"""
Spotlight,9.3,[],2015,Drama
"The Farewell,8.7,[],2019,""Comedy,Drama"""
"Selma,8.6,[],2014,""History,Drama"""
The Third Man,9.3,[],1949,Mystery&thriller
Rear Window,9.5,[],1954,Mystery&thriller
"E.T. the Extra-Terrestrial,7.2,[],1982,""Adventure,Kids&family,Sci-fi"""
Seven Samurai,9.7,[],1954,Action
"Grand Illusion,9.2,[],1937,""Drama,War"""
"Arrival,8.2,[],2016,""Drama,Mystery&thriller,Sci-fi"""
"Singin' in the Rain,9.5,[],1952,""Musical,Comedy"""
"The Favourite,6.9,[],2018,""Comedy,Drama"""
"Double Indemnity,9.5,[],1944,""Crime,Drama"""
All Quiet on the Western Front,8.9,[],1930,War
"Snow White and the Seven Dwarfs,7.8,[],1937,""Animation,Kids&family,Fantasy"""
"Marriage Story,8.5,[],2019,""Comedy,Drama"""
"An American in Paris,7.9,[],1951,""Romance,Musical"""
"The Big Sick,8.8,[],2017,""Romance,Comedy"""
"The Kid,9.5,[],1921,""Comedy,Drama"""
"Star Wars: The Force Awakens,8.5,[],2015,""Fantasy,Adventure,Action,Sci-fi"""
"Metropolis,9.2,[],1927,""Drama,Sci-fi"""
On the Waterfront,9.5,[],1954,Drama
"Gravity,8.0,[],2013,""Drama,Mystery&thriller,Sci-fi"""
The Best Years of Our Lives,9.3,[],1946,Drama
Boyhood,8.0,[],2014,Drama
Leave No Trace,8.0,[],2018,Drama
"The Maltese Falcon,9.1,[],1941,""Crime,Drama"""
"12 Years a Slave,9.0,[],2013,""Biography,Drama,History"""
"Once Upon a Time... In Hollywood,7.0,[],2019,""Comedy,Drama"""
"The Invisible Man,8.8,[],2020,""Mystery&thriller,Horror"""
"Argo,9.0,[],2012,""History,Mystery&thriller,Drama"""
Manchester by the Sea,7.8,[],2016,Drama
"The Adventures of Robin Hood,8.9,[],1938,""Adventure,Action"""
North by Northwest,9.4,[],1959,Mystery&thriller
"La La Land,8.1,[],2016,""Romance,Musical,Comedy,Drama"""
Laura,9.1,[],1944,Mystery&thriller
"Incredibles 2,8.4,[],2018,""Comedy,Kids&family,Action,Animation,Adventure"""
"Nosferatu,8.7,[],1922,""Horror,Fantasy"""
"Spider-Man: Far From Home,9.5,[],2019,""Comedy,Adventure,Action,Fantasy"""
"Zootopia,9.2,[],2016,""Animation,Comedy,Kids&family,Adventure"""
"King Kong,8.6,[],1933,""Adventure,Fantasy"""
"Alien,9.4,[],1979,""Horror,Sci-fi"""
"Call Me by Your Name,8.6,[],2017,""Romance,Drama,Lgbtq+"""
"Psycho,9.5,[],1960,""Horror,Mystery&thriller"""
"L.A. Confidential,9.4,[],1997,""Crime,Drama"""
"Shadow of a Doubt,8.9,[],1943,""Crime,Drama,Mystery&thriller"""
"1917,8.8,[],2019,""War,History,Drama"""
"War for the Planet of the Apes,8.4,[],2017,""Adventure,Action,Sci-fi"""
The Florida Project,8.0,[],2017,Drama
"Paddington 2,8.7,[],2017,""Comedy,Adventure,Kids&family"""
"Widows,6.1,[],2018,""Crime,Drama,Mystery&thriller"""
"A Hard Day's Night,8.9,[],1964,""Musical,Comedy"""
"The Battle of Algiers,9.5,[],1966,""War,History,Drama"""
"The Godfather, Part II,9.7,[],1974,""Crime,Drama"""
"Baby Driver,8.6,[],2017,""Mystery&thriller,Action"""
Never Rarely Sometimes Always,5.2,[],2020,Drama
"Spider-Man: Homecoming,8.7,[],2017,""Action,Adventure,Comedy,Fantasy"""
"The Bridge on the River Kwai,9.3,[],1957,""War,Drama"""
Pain and Glory,9.1,[],2019,Drama
"Top Hat,9.0,[],1935,""Romance,Musical"""
